question,topic,confidence,btc_direction
"Will FedEx say ""Inventory"" during earnings call?",other,0.509,0
"Will FedEx say ""Truck"" during earnings call?",other,0.465,0
"Will FedEx say ""Labor"" during earnings call?",other,0.342,0
"Will FedEx say ""EV / Electric Vehicle"" during earnings call?",other,0.592,0
"Will FedEx say ""Smith"" during earnings call?",other,0.283,0
"MicroStrategy sells any Bitcoin by December 31, 2026?",MicroStrategy or corporate Bitcoin holding,0.451,1
Will Cyndi Munson win the 2026 Oklahoma Governor Democratic primary election?,other,0.335,0
Will Arya Azma win the 2026 Oklahoma Governor Democratic primary election?,other,0.365,0
Will Genter Drummond win the 2026 Oklahoma Governor Republican primary election?,other,0.301,0
Will Chip Keating win the 2026 Oklahoma Governor Republican primary election?,other,0.316,0
Will Leisa Mitchell Haynes win the 2026 Oklahoma Governor Republican primary election?,other,0.312,0
Will Mike Mazzei win the 2026 Oklahoma Governor Republican primary election?,other,0.336,0
Will Charles McCall win the 2026 Oklahoma Governor Republican primary election?,other,0.284,0
Will Jake Merrick win the 2026 Oklahoma Governor Republican primary election?,other,0.291,0
Will Ryan Walters win the 2026 Oklahoma Governor Republican primary election?,other,0.296,0
Will Matt Pinnell win the 2026 Oklahoma Governor Republican primary election?,other,0.321,0
Will Derek Grasty advance from the 2026 California Governor primary election?,other,0.414,0
Will Ethan Agarwal advance from the 2026 California Governor primary election?,other,0.443,0
Will Xavier Becerra advance from the 2026 California Governor primary election?,other,0.436,0
Will Carolina Buhler advance from the 2026 California Governor primary election?,other,0.406,0
Will Ian Calderon advance from the 2026 California Governor primary election?,other,0.409,0
Will Zoltan Istvan advance from the 2026 California Governor primary election?,other,0.399,0
Will Thunder Parley advance from the 2026 California Governor primary election?,other,0.327,0
Will Katie Porter advance from the 2026 California Governor primary election?,other,0.416,0
Will Raji Rab advance from the 2026 California Governor primary election?,other,0.397,0
Will Tom Steyer advance from the 2026 California Governor primary election?,other,0.441,0
Will Eric Swalwell advance from the 2026 California Governor primary election?,other,0.432,0
Will Tony Thurmond advance from the 2026 California Governor primary election?,other,0.438,0
Will Antonio Villaraigosa advance from the 2026 California Governor primary election?,other,0.413,0
Will Betty Yee advance from the 2026 California Governor primary election?,other,0.401,0
Will Dylan Colbert advance from the 2026 California Governor primary election?,other,0.416,0
Will Ché Ahn advance from the 2026 California Governor primary election?,other,0.421,0
Will Chad Bianco advance from the 2026 California Governor primary election?,other,0.412,0
Will Sophia Brink advance from the 2026 California Governor primary election?,other,0.408,0
Will Sharifah Hardie advance from the 2026 California Governor primary election?,other,0.409,0
Will Steve Hilton advance from the 2026 California Governor primary election?,other,0.393,0
Will Brandon Jones advance from the 2026 California Governor primary election?,other,0.376,0
Will Kyle Langford advance from the 2026 California Governor primary election?,other,0.41,0
Will Jimmy Parker advance from the 2026 California Governor primary election?,other,0.392,0
Will David Serpa advance from the 2026 California Governor primary election?,other,0.415,0
Will Leo Zacky advance from the 2026 California Governor primary election?,other,0.408,0
Will Javen Allen advance from the 2026 California Governor primary election?,other,0.398,0
Will Ryan Tillman advance from the 2026 California Governor primary election?,other,0.412,0
Will David Thelen advance from the 2026 California Governor primary election?,other,0.395,0
Will Leonard Jackson advance from the 2026 California Governor primary election?,other,0.383,0
Will Ramsey Robinson advance from the 2026 California Governor primary election?,other,0.368,0
Will Nicholas Thompson advance from the 2026 California Governor primary election?,other,0.378,0
Will Butch Ware advance from the 2026 California Governor primary election?,other,0.38,0
Will Danielle Bethell win the 2026 Oregon Governor Republican primary election?,other,0.335,0
Will Kyle Duyck win the 2026 Oregon Governor Republican primary election?,other,0.356,0
Will Christine Drazan win the 2026 Oregon Governor Republican primary election?,other,0.335,0
Will Robert Neuman win the 2026 Oregon Governor Republican primary election?,other,0.346,0
Will Chris Dudley win the 2026 Oregon Governor Republican primary election?,other,0.339,0
Will Chael Sonnen win the 2026 Oregon Governor Republican primary election?,other,0.372,0
Will Michael Bennet win the 2026 Colorado Governor Democratic primary election?,other,0.363,0
Will Phil Weiser win the 2026 Colorado Governor Democratic primary election?,other,0.339,0
Will David Hughes win the 2026 Colorado Governor Democratic primary election?,other,0.344,0
Will William Moses win the 2026 Colorado Governor Democratic primary election?,other,0.334,0
Will Mark Baisley win the 2026 Colorado Governor Republican primary election?,other,0.361,0
Will Scott Bottoms win the 2026 Colorado Governor Republican primary election?,other,0.319,0
Will Jason Clark win the 2026 Colorado Governor Republican primary election?,other,0.32,0
Will Barbara Kirkmeyer win the 2026 Colorado Governor Republican primary election?,other,0.315,0
Will Greg Lopez win the 2026 Colorado Governor Republican primary election?,other,0.318,0
Will Victor Marx win the 2026 Colorado Governor Republican primary election?,other,0.315,0
Will Will McBride win the 2026 Colorado Governor Republican primary election?,other,0.29,0
Will Jason Mikesell win the 2026 Colorado Governor Republican primary election?,other,0.333,0
Will Stevan Gess win the 2026 Colorado Governor Republican primary election?,other,0.335,0
Will Jon Gray-Ginsberg win the 2026 Colorado Governor Republican primary election?,other,0.347,0
Will Brycen Garrison win the 2026 Colorado Governor Republican primary election?,other,0.302,0
Will Bob Brinkerhoff win the 2026 Colorado Governor Republican primary election?,other,0.355,0
Will Daniel Thomas win the 2026 Colorado Governor Republican primary election?,other,0.319,0
Will Robert Moore win the 2026 Colorado Governor Republican primary election?,other,0.314,0
Will Josh Elliott win the 2026 Connecticut Governor Democratic primary election?,other,0.328,0
Will Ned Lamont win the 2026 Connecticut Governor Democratic primary election?,other,0.309,0
Will Erin Stewart win the 2026 Connecticut Governor Republican primary election?,other,0.306,0
Will Ryan Fazio win the 2026 Connecticut Governor Republican primary election?,other,0.35,0
Will Timothy Wilcox win the 2026 Connecticut Governor Republican primary election?,other,0.298,0
Will Amy Acton win the 2026 Ohio Governor Democratic primary election?,other,0.334,0
Will Jacob Chiara win the 2026 Ohio Governor Democratic primary election?,other,0.322,0
Bitcoin Up or Down on December 7?,Bitcoin price target,0.647,1
"Will the price of Ethereum be above $2,500 on December 12?",Ethereum price target,0.706,1
"Will the price of Ethereum be above $2,600 on December 12?",Ethereum price target,0.703,1
"Will the price of Ethereum be above $2,700 on December 12?",Ethereum price target,0.696,1
"Will the price of Ethereum be above $2,800 on December 12?",Ethereum price target,0.704,1
"Will the price of Bitcoin be less than $80,000 on December 12?",Bitcoin price target,0.648,1
"Will the price of Ethereum be above $2,900 on December 12?",Ethereum price target,0.701,1
"Will the price of Ethereum be above $3,000 on December 12?",Ethereum price target,0.697,1
"Will the price of Ethereum be above $3,100 on December 12?",Ethereum price target,0.697,1
"Will the price of Bitcoin be between $80,000 and $82,000 on December 12?",Bitcoin price target,0.733,1
"Will the price of Ethereum be above $3,200 on December 12?",Ethereum price target,0.698,1
"Will the price of Bitcoin be between $82,000 and $84,000 on December 12?",Bitcoin price target,0.737,1
"Will the price of Ethereum be above $3,300 on December 12?",Ethereum price target,0.706,1
"Will the price of Bitcoin be between $84,000 and $86,000 on December 12?",Bitcoin price target,0.745,1
"Will the price of Ethereum be above $3,400 on December 12?",Ethereum price target,0.692,1
"Will the price of Bitcoin be between $86,000 and $88,000 on December 12?",Bitcoin price target,0.745,1
"Will the price of Ethereum be above $3,500 on December 12?",Ethereum price target,0.702,1
"Will the price of Bitcoin be between $88,000 and $90,000 on December 12?",Bitcoin price target,0.74,1
"Will the price of Bitcoin be between $90,000 and $92,000 on December 12?",Bitcoin price target,0.736,1
"Will the price of Bitcoin be between $92,000 and $94,000 on December 12?",Bitcoin price target,0.734,1
"Will the price of Bitcoin be between $94,000 and $96,000 on December 12?",Bitcoin price target,0.744,1
"Will the price of Bitcoin be between $96,000 and $98,000 on December 12?",Bitcoin price target,0.741,1
"Will the price of Bitcoin be greater than $98,000 on December 12?",Bitcoin price target,0.678,1
Ethereum Up or Down on December 7?,Ethereum price target,0.595,1
"Will the price of Bitcoin be above $78,000 on December 12?",Bitcoin price target,0.675,1
"Will the price of Bitcoin be above $80,000 on December 12?",Bitcoin price target,0.665,1
"Will the price of Bitcoin be above $82,000 on December 12?",Bitcoin price target,0.674,1
"Will the price of Bitcoin be above $84,000 on December 12?",Bitcoin price target,0.672,1
"Will the price of Ethereum be less than $2,600 on December 12?",Ethereum price target,0.675,1
"Will the price of Bitcoin be above $86,000 on December 12?",Bitcoin price target,0.679,1
"Will the price of Bitcoin be above $88,000 on December 12?",Bitcoin price target,0.675,1
"Will the price of Ethereum be between $2,600 and $2,700 on December 12?",Ethereum price target,0.738,1
"Will the price of Bitcoin be above $90,000 on December 12?",Bitcoin price target,0.67,1
"Will the price of Ethereum be between $2,700 and $2,800 on December 12?",Ethereum price target,0.736,1
"Will the price of Bitcoin be above $92,000 on December 12?",Bitcoin price target,0.675,1
"Will the price of Ethereum be between $2,800 and $2,900 on December 12?",Ethereum price target,0.758,1
"Will the price of Bitcoin be above $94,000 on December 12?",Bitcoin price target,0.673,1
"Will the price of Ethereum be between $2,900 and $3,000 on December 12?",Ethereum price target,0.785,1
"Will the price of Bitcoin be above $96,000 on December 12?",Bitcoin price target,0.678,1
"Will the price of Ethereum be between $3,000 and $3,100 on December 12?",Ethereum price target,0.757,1
"Will the price of Bitcoin be above $98,000 on December 12?",Bitcoin price target,0.671,1
"Will the price of Ethereum be between $3,100 and $3,200 on December 12?",Ethereum price target,0.755,1
"Will the price of Ethereum be between $3,200 and $3,300 on December 12?",Ethereum price target,0.75,1
"Will the price of Ethereum be between $3,300 and $3,400 on December 12?",Ethereum price target,0.761,1
Solana Up or Down on December 7?,other,0.492,0
"Will the price of Ethereum be between $3,400 and $3,500 on December 12?",Ethereum price target,0.768,1
"Will the price of Ethereum be greater than $3,500 on December 12?",Ethereum price target,0.713,1
Will the price of Solana be between $90 and $100 on December 12?,Solana price target,0.597,1
Will the price of Solana be between $100 and $110 on December 12?,Solana price target,0.601,1
Will the price of Solana be between $140 and $150 on December 12?,Solana price target,0.616,1
Will the price of Solana be between $160 and $170 on December 12?,Solana price target,0.607,1
Will the price of Solana be greater than $180 on December 12?,Solana price target,0.628,1
Will the price of Solana be above $80 on December 12?,Solana price target,0.597,1
Will the price of Solana be above $100 on December 12?,Solana price target,0.575,1
Will the price of Solana be above $110 on December 12?,Solana price target,0.602,1
Will the price of Solana be above $120 on December 12?,Solana price target,0.601,1
Will the price of Solana be above $130 on December 12?,Solana price target,0.602,1
Will the price of Solana be above $140 on December 12?,Solana price target,0.601,1
Will the price of Solana be above $150 on December 12?,Solana price target,0.604,1
Will the price of Solana be above $160 on December 12?,Solana price target,0.601,1
Will the price of Solana be above $180 on December 12?,Solana price target,0.605,1
Will the price of XRP be between $1.60 and $1.70 on December 12?,other,0.494,0
Will the price of XRP be between $2.40 and $2.50 on December 12?,other,0.478,0
Will the price of XRP be above $1.50 on December 12?,other,0.421,0
Will the price of XRP be above $1.60 on December 12?,other,0.422,0
Will the price of XRP be above $1.70 on December 12?,other,0.423,0
Will the price of XRP be above $2.00 on December 12?,other,0.397,0
Will the price of XRP be above $2.10 on December 12?,other,0.407,0
Will the price of XRP be above $2.40 on December 12?,other,0.399,0
Will the price of XRP be above $2.50 on December 12?,other,0.412,0
"Will Keir Starmer say ""Russia"" or Russian"" during the next Prime Minister's Questions?",other,0.531,0
"Bitcoin Up or Down - December 7, 1PM ET",Bitcoin price target,0.673,1
"Solana Up or Down - December 7, 1PM ET",other,0.415,0
"Will Trump say ""Job"" 20+ times during Pennsylvania events on December 9?",other,0.333,0
"Will Trump say ""Tariff"" 15+ times during Pennsylvania events on December 9?",other,0.276,0
"Will Trump say ""America"" or ""American"" 15+ times during Pennsylvania events on December 9?",other,0.176,0
"Will Trump say ""Million"" or ""Billion"" or ""Trillion"" 12+ times during Pennsylvania events on December 9?",other,0.384,0
"Will Trump say ""Affordable"" or ""Affordability"" 5+ times during Pennsylvania events on December 9?",other,0.321,0
"Will Trump say ""China"" 5+ times during Pennsylvania events on December 9?",other,0.33,0
"Will Trump say ""Joe"" or ""Biden 7+ times during Pennsylvania events on December 9?",other,0.488,0
"Will Trump say ""Trump"" 3+ times during Pennsylvania events on December 9?",other,0.364,0
"Will Trump say ""King"" during Pennsylvania events on December 9?",other,0.258,0
"Will Trump say ""Too Late"" during Pennsylvania events on December 9?",other,0.364,0
"Will Trump say ""Dell"" or ""Stellantis"" during Pennsylvania events on December 9?",other,0.482,0
"Will Trump say ""Nvidia"" or ""General Motors"" during Pennsylvania events on December 9?",other,0.57,0
"Will Trump say ""Mental institution"" during Pennsylvania events on December 9?",other,0.373,0
"Will Trump say ""Green New Scam"" during Pennsylvania events on December 9?",other,0.427,0
"Will Trump say ""National Guard"" during Pennsylvania events on December 9?",other,0.39,0
"Will Trump say ""Minnesota"" or ""Walz"" during Pennsylvania events on December 9?",other,0.605,0
"Will Trump say ""Frack"" or ""Fracking"" during Pennsylvania events on December 9?",other,0.527,0
"Will Trump say ""Heritage"" or ""Wealth"" during Pennsylvania events on December 9?",other,0.516,0
"Will Trump say ""Amish"" or ""Rancher"" during Pennsylvania events on December 9?",other,0.675,0
"Will Trump say ""Disaster"" or ""Catastrophe"" during Pennsylvania events on December 9?",other,0.425,0
"Will Trump say ""Crazy"" or ""Kamala"" during Pennsylvania events on December 9?",other,0.54,0
"Will Trump say ""Crypto"" or ""DOGE"" during Pennsylvania events on December 9?",other,0.461,0
"Bitcoin Up or Down - December 7, 2PM ET",Bitcoin price target,0.679,1
"Ethereum Up or Down - December 7, 2PM ET",Ethereum price target,0.646,1
"Solana Up or Down - December 7, 2PM ET",other,0.417,0
Will Vivek Ramaswamy win the 2026 Ohio Governor Republican primary election?,other,0.386,0
Will Philip Funderburg win the 2026 Ohio Governor Republican primary election?,other,0.308,0
"Bitcoin Up or Down - December 7, 3PM ET",Bitcoin price target,0.674,1
"Solana Up or Down - December 7, 3PM ET",other,0.426,0
"Bitcoin Up or Down - December 7, 4PM ET",Bitcoin price target,0.677,1
"Ethereum Up or Down - December 7, 4PM ET",Ethereum price target,0.637,1
"Solana Up or Down - December 7, 4PM ET",other,0.438,0
Will Chris Carr win the 2026 Georgia Governor Republican primary election?,other,0.332,0
Will Clark Dean win the 2026 Georgia Governor Republican primary election?,other,0.328,0
Will Burt Jones win the 2026 Georgia Governor Republican primary election?,other,0.324,0
Will Brad Raffensperger win the 2026 Georgia Governor Republican primary election?,other,0.344,0
Will Ken Yasger win the 2026 Georgia Governor Republican primary election?,other,0.322,0
Will Gregg Kirkpatrick win the 2026 Georgia Governor Republican primary election?,other,0.337,0
Will Leland Olinger II win the 2026 Georgia Governor Republican primary election?,other,0.344,0
Will Olujimi Brown win the 2026 Georgia Governor Democratic primary election?,other,0.357,0
Will Geoff Duncan win the 2026 Georgia Governor Democratic primary election?,other,0.356,0
Will Jason Esteves win the 2026 Georgia Governor Democratic primary election?,other,0.367,0
Will Derrick Jackson win the 2026 Georgia Governor Democratic primary election?,other,0.331,0
Will Keisha Lance Bottoms win the 2026 Georgia Governor Democratic primary election?,other,0.355,0
Will Mike Thurmond win the 2026 Georgia Governor Democratic primary election?,other,0.384,0
Meloni out as Prime Minister of Italy by June 30?,other,0.317,0
Will Stephen Heidt win the 2026 Idaho Governor Democratic primary election?,other,0.346,0
Will Terri Pickens win the 2026 Idaho Governor Democratic primary election?,other,0.361,0
Will no one leave the Trump Cabinet before 2027?,other,0.378,0
Will Pam Bondi be the first to leave the Trump Cabinet before 2027?,other,0.403,0
"Bitcoin Up or Down - December 7, 5PM ET",Bitcoin price target,0.673,1
"Ethereum Up or Down - December 7, 5PM ET",Ethereum price target,0.634,1
"Solana Up or Down - December 7, 5PM ET",other,0.455,0
"Will Sam Altman say ""Trump"" or ""Election"" on The Tonight Show on December 8?",other,0.395,0
"Will Sam Altman say ""Crypto"" or ""Bitcoin"" on The Tonight Show on December 8?",other,0.395,0
Will Donald Trump be on the Time 2025 person of the year shortlist?,other,0.495,0
Will Robert F. Kennedy Jr. be on the Time 2025 person of the year shortlist?,other,0.511,0
"Bitcoin Up or Down - December 7, 6PM ET",Bitcoin price target,0.663,1
"Ethereum Up or Down - December 7, 6PM ET",Ethereum price target,0.621,1
"Solana Up or Down - December 7, 6PM ET",other,0.465,0
"Will Trump say ""MAGA"" or ""Make America Great Again"" this week? (December 8 - 14)",other,0.269,0
"Will Trump say ""Transgender"" this week? (December 8 - 14)",other,0.39,0
"Will Trump say ""Kiev"" or ""Kyiv"" this week? (December 8 - 14)",other,0.518,0
"Will Trump say ""Bitch"" or ""Bitching"" this week? (December 8 - 14)",other,0.488,0
"Will Trump say ""Boot Edge Edge"" or ""Buttigieg"" this week? (December 8 - 14)",other,0.515,0
"Will Trump say ""Walz"" this week? (December 8 - 14)",other,0.267,0
"Will Trump say ""Booming"" this week? (December 8 - 14)",other,0.25,0
"Will Trump say ""On land also"" this week? (December 8 - 14)",other,0.626,0
"Will Trump say ""Nazi"" this week? (December 8 - 14)",other,0.337,0
"Will Trump say ""Luck"" this week? (December 8 - 14)",other,0.264,0
"Will Trump say ""Season"" this week? (December 8 - 14)",other,0.154,0
"Will Trump say ""Andrew"" or ""Sarah"" this week? (December 8 - 14)",other,0.57,0
"Will Trump say ""No cards"" or ""Any cards"" this week? (December 8 - 14)",other,0.296,0
Trump announces new drug boat strike by December 12?,Trump policy and executive order,0.443,1
"Bitcoin Up or Down - December 7, 7PM ET",Bitcoin price target,0.659,1
"Ethereum Up or Down - December 7, 7PM ET",Ethereum price target,0.621,1
Will SpaceX's market cap be less than $500B at market close on IPO day?,other,0.476,0
Will SpaceX's market cap be between $500B and $600B at market close on IPO day?,other,0.514,0
Will SpaceX's market cap be between $600B and $700B at market close on IPO day?,other,0.513,0
Will SpaceX's market cap be between $700B and $800B at market close on IPO day?,other,0.511,0
Will SpaceX's market cap be between $800B and $900B at market close on IPO day?,other,0.505,0
Will SpaceX's market cap be between $900B and $1T at market close on IPO day?,other,0.5,0
Will SpaceX's market cap be greater than $1T at market close on IPO day?,other,0.453,0
"Bitcoin Up or Down - December 7, 8PM ET",Bitcoin price target,0.665,1
"Ethereum Up or Down - December 7, 8PM ET",Ethereum price target,0.623,1
"Solana Up or Down - December 7, 8PM ET",other,0.504,0
"Ethereum Up or Down - December 7, 9PM ET",Ethereum price target,0.63,1
"Bitcoin Up or Down - December 7, 10PM ET",Bitcoin price target,0.66,1
"Ethereum Up or Down - December 7, 10PM ET",Ethereum price target,0.622,1
"Solana Up or Down - December 7, 10PM ET",other,0.522,0
"Bitcoin Up or Down - December 7, 11PM ET",Bitcoin price target,0.661,1
"Ethereum Up or Down - December 7, 11PM ET",Ethereum price target,0.617,1
"Solana Up or Down - December 7, 11PM ET",other,0.512,0
"Bitcoin Up or Down - December 8, 12AM ET",Bitcoin price target,0.676,1
"Ethereum Up or Down - December 8, 12AM ET",Ethereum price target,0.646,1
"Solana Up or Down - December 8, 12AM ET",other,0.441,0
"Bitcoin Up or Down - December 8, 1AM ET",Bitcoin price target,0.687,1
"Ethereum Up or Down - December 8, 1AM ET",Ethereum price target,0.66,1
"Solana Up or Down - December 8, 1AM ET",other,0.433,0
"Bitcoin Up or Down - December 8, 2AM ET",Bitcoin price target,0.683,1
"Ethereum Up or Down - December 8, 2AM ET",Ethereum price target,0.658,1
"Solana Up or Down - December 8, 2AM ET",other,0.439,0
"Bitcoin Up or Down - December 8, 3AM ET",Bitcoin price target,0.673,1
"Ethereum Up or Down - December 8, 3AM ET",Ethereum price target,0.651,1
"Bitcoin Up or Down - December 8, 4AM ET",Bitcoin price target,0.678,1
"Ethereum Up or Down - December 8, 4AM ET",Ethereum price target,0.654,1
"Solana Up or Down - December 8, 4AM ET",other,0.45,0
"Bitcoin Up or Down - December 8, 5AM ET",Bitcoin price target,0.675,1
"Ethereum Up or Down - December 8, 5AM ET",Ethereum price target,0.646,1
"Solana Up or Down - December 8, 5AM ET",other,0.426,0
"Bitcoin Up or Down - December 8, 6AM ET",Bitcoin price target,0.673,1
"Ethereum Up or Down - December 8, 6AM ET",Ethereum price target,0.645,1
"Solana Up or Down - December 8, 6AM ET",other,0.409,0
"Bitcoin Up or Down - December 8, 7AM ET",Bitcoin price target,0.666,1
"Ethereum Up or Down - December 8, 7AM ET",Ethereum price target,0.642,1
"Solana Up or Down - December 8, 7AM ET",other,0.409,0
"Bitcoin Up or Down - December 8, 8AM ET",Bitcoin price target,0.672,1
"Ethereum Up or Down - December 8, 8AM ET",Ethereum price target,0.644,1
"Solana Up or Down - December 8, 8AM ET",other,0.411,0
"Bitcoin Up or Down - December 8, 9AM ET",Bitcoin price target,0.685,1
"Ethereum Up or Down - December 8, 9AM ET",Ethereum price target,0.652,1
"Solana Up or Down - December 8, 9AM ET",other,0.426,0
"Bitcoin Up or Down - December 8, 10AM ET",Bitcoin price target,0.676,1
"Ethereum Up or Down - December 8, 10AM ET",Ethereum price target,0.646,1
"Solana Up or Down - December 8, 10AM ET",other,0.436,0
"Bitcoin Up or Down - December 8, 11AM ET",Bitcoin price target,0.68,1
"Ethereum Up or Down - December 8, 11AM ET",Ethereum price target,0.644,1
"Solana Up or Down - December 8, 11AM ET",other,0.452,0
Bitcoin Up or Down on December 8?,Bitcoin price target,0.652,1
"Bitcoin Up or Down - December 8, 12PM ET",Bitcoin price target,0.667,1
"Will the price of Ethereum be above $2,600 on December 13?",Ethereum price target,0.695,1
"Will the price of Bitcoin be less than $80,000 on December 13?",Bitcoin price target,0.637,1
"Will the price of Ethereum be above $2,700 on December 13?",Ethereum price target,0.684,1
"Will the price of Ethereum be above $2,800 on December 13?",Ethereum price target,0.695,1
"Will the price of Ethereum be above $2,900 on December 13?",Ethereum price target,0.69,1
"Will the price of Bitcoin be between $84,000 and $86,000 on December 13?",Bitcoin price target,0.738,1
"Will the price of Ethereum be above $3,000 on December 13?",Ethereum price target,0.689,1
"Will the price of Bitcoin be between $86,000 and $88,000 on December 13?",Bitcoin price target,0.738,1
"Will the price of Ethereum be above $3,100 on December 13?",Ethereum price target,0.692,1
"Will the price of Bitcoin be between $88,000 and $90,000 on December 13?",Bitcoin price target,0.734,1
"Will the price of Ethereum be above $3,200 on December 13?",Ethereum price target,0.687,1
"Will the price of Bitcoin be between $90,000 and $92,000 on December 13?",Bitcoin price target,0.73,1
"Will the price of Ethereum be above $3,300 on December 13?",Ethereum price target,0.701,1
"Will the price of Bitcoin be between $92,000 and $94,000 on December 13?",Bitcoin price target,0.728,1
"Will the price of Ethereum be above $3,400 on December 13?",Ethereum price target,0.687,1
"Will the price of Ethereum be above $3,500 on December 13?",Ethereum price target,0.697,1
"Will the price of Bitcoin be between $94,000 and $96,000 on December 13?",Bitcoin price target,0.734,1
"Will the price of Ethereum be above $3,600 on December 13?",Ethereum price target,0.682,1
"Will the price of Bitcoin be between $96,000 and $98,000 on December 13?",Bitcoin price target,0.731,1
"Will the price of Bitcoin be greater than $98,000 on December 13?",Bitcoin price target,0.668,1
"Ethereum Up or Down - December 8, 12PM ET",Ethereum price target,0.633,1
Ethereum Up or Down on December 8?,Ethereum price target,0.601,1
"Solana Up or Down - December 8, 12PM ET",other,0.425,0
Solana Up or Down on December 8?,other,0.496,0
"Will the price of Ethereum be between $2,600 and $2,700 on December 13?",Ethereum price target,0.734,1
"Will the price of Ethereum be between $2,800 and $2,900 on December 13?",Ethereum price target,0.751,1
"Will the price of Ethereum be between $2,900 and $3,000 on December 13?",Ethereum price target,0.779,1
"Will the price of Ethereum be between $3,000 and $3,100 on December 13?",Ethereum price target,0.75,1
"Will the price of Ethereum be between $3,100 and $3,200 on December 13?",Ethereum price target,0.748,1
"Will the price of Ethereum be between $3,200 and $3,300 on December 13?",Ethereum price target,0.745,1
"Will the price of Ethereum be between $3,400 and $3,500 on December 13?",Ethereum price target,0.761,1
"Will the price of Ethereum be greater than $3,500 on December 13?",Ethereum price target,0.706,1
"Will the price of Bitcoin be above $80,000 on December 13?",Bitcoin price target,0.657,1
"Will the price of Bitcoin be above $82,000 on December 13?",Bitcoin price target,0.667,1
"Will the price of Bitcoin be above $84,000 on December 13?",Bitcoin price target,0.665,1
"Will the price of Bitcoin be above $86,000 on December 13?",Bitcoin price target,0.671,1
"Will the price of Bitcoin be above $88,000 on December 13?",Bitcoin price target,0.668,1
"Will the price of Bitcoin be above $90,000 on December 13?",Bitcoin price target,0.663,1
"Will the price of Bitcoin be above $92,000 on December 13?",Bitcoin price target,0.668,1
"Will the price of Bitcoin be above $94,000 on December 13?",Bitcoin price target,0.666,1
"Will the price of Bitcoin be above $96,000 on December 13?",Bitcoin price target,0.671,1
"Will the price of Bitcoin be above $98,000 on December 13?",Bitcoin price target,0.664,1
"Will the price of Bitcoin be above $100,000 on December 13?",Bitcoin price target,0.662,1
Will the price of Solana be less than $90 on December 13?,Solana price target,0.564,1
Will the price of Solana be between $90 and $100 on December 13?,Solana price target,0.592,1
Will the price of Solana be between $110 and $120 on December 13?,Solana price target,0.6,1
Will the price of Solana be between $120 and $130 on December 13?,Solana price target,0.609,1
Will the price of Solana be between $140 and $150 on December 13?,Solana price target,0.611,1
Will the price of Solana be between $160 and $170 on December 13?,Solana price target,0.603,1
Will the price of Solana be between $170 and $180 on December 13?,Solana price target,0.601,1
Will the price of Solana be above $80 on December 13?,Solana price target,0.594,1
Will the price of Solana be above $90 on December 13?,Solana price target,0.592,1
Will the price of Solana be above $100 on December 13?,Solana price target,0.571,1
Will the price of Solana be above $110 on December 13?,Solana price target,0.598,1
Will the price of Solana be above $120 on December 13?,Solana price target,0.598,1
Will the price of Solana be above $130 on December 13?,Solana price target,0.599,1
Will the price of Solana be above $140 on December 13?,Solana price target,0.598,1
Will the price of Solana be above $150 on December 13?,Solana price target,0.601,1
Will the price of Solana be above $160 on December 13?,Solana price target,0.598,1
Will the price of Solana be above $170 on December 13?,Solana price target,0.59,1
Will the price of Solana be above $180 on December 13?,Solana price target,0.602,1
Will the price of XRP be less than $1.60 on December 13?,other,0.472,0
Will the price of XRP be between $1.90 and $2.00 on December 13?,other,0.47,0
Will the price of XRP be between $2.10 and $2.20 on December 13?,other,0.477,0
Will the price of XRP be between $2.40 and $2.50 on December 13?,other,0.483,0
Will the price of XRP be above $1.50 on December 13?,other,0.427,0
Will the price of XRP be above $1.60 on December 13?,other,0.428,0
Will the price of XRP be above $1.70 on December 13?,other,0.429,0
Will the price of XRP be above $2.00 on December 13?,other,0.404,0
Will the price of XRP be above $2.10 on December 13?,other,0.413,0
Will the price of XRP be above $2.50 on December 13?,other,0.418,0
"Ethereum Up or Down - December 7, 12:00PM-4:00PM ET",Ethereum price target,0.644,1
"Bitcoin Up or Down - December 7, 12:00PM-4:00PM ET",Bitcoin price target,0.713,1
"Solana Up or Down - December 7, 12:00PM-4:00PM ET",Solana price target,0.403,1
"Bitcoin Up or Down - December 8, 1PM ET",Bitcoin price target,0.683,1
"Ethereum Up or Down - December 8, 1PM ET",Ethereum price target,0.655,1
"Solana Up or Down - December 8, 1PM ET",other,0.407,0
"Bitcoin Up or Down - December 8, 2PM ET",Bitcoin price target,0.687,1
"Ethereum Up or Down - December 8, 2PM ET",Ethereum price target,0.658,1
"Solana Up or Down - December 8, 2PM ET",other,0.409,0
"Bitcoin Up or Down - December 7, 2:00PM-2:15PM ET",Bitcoin price target,0.741,1
"Solana Up or Down - December 7, 2:00PM-2:15PM ET",Solana price target,0.387,1
"Ethereum Up or Down - December 7, 2:00PM-2:15PM ET",Ethereum price target,0.727,1
"Bitcoin Up or Down - December 7, 2:15PM-2:30PM ET",Bitcoin price target,0.758,1
"Ethereum Up or Down - December 7, 2:15PM-2:30PM ET",Ethereum price target,0.69,1
"Solana Up or Down - December 7, 2:15PM-2:30PM ET",Solana price target,0.401,1
"Bitcoin Up or Down - December 7, 2:30PM-2:45PM ET",Bitcoin price target,0.725,1
"Solana Up or Down - December 7, 2:30PM-2:45PM ET",Solana price target,0.382,1
